STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-25,0,55,22
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-26,0,44,31
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-27,0,42,21
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-28,0,44,23
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-29,0.58,39,28
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-30,0,38,17
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-01-31,0,52,23
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-01,0,49,24
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-02,0,58,24
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-03,0,69,29
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-04,0.04,71,58
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-05,0.35,69,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-06,0.05,50,26
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-07,0.18,48,26
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-08,0.26,45,29
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-09,0,57,28
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-10,0,64,31
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-11,0,64,35
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-12,0,70,41
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-13,0,59,38
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-14,0.05,44,27
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-15,0,61,23
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-16,0,63,24
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-17,0,71,41
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-18,0.17,74,48
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-19,0,57,39
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-20,0,53,39
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-21,0,63,29
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-22,0,70,51
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-23,0.04,68,60
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-24,0.62,61,42
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-25,0.02,68,39
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-26,0.1,68,39
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-27,0.1,47,37
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-02-28,0,52,30
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-01,0,62,36
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-02,0,56,45
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-03,0,63,44
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-04,0,56,37
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-05,0,78,34
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-06,0,80,54
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-07,0.01,81,65
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-08,0.28,74,45
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-09,0.72,59,45
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-10,1.08,81,44
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-11,0.13,55,44
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-12,0.84,72,34
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-13,0.05,44,23
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-14,0,57,23
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-15,0,68,36
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-16,0,69,47
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-17,1.67,72,54
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-18,0,72,40
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-19,0,78,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-20,0,78,58
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-21,0,68,43
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-22,0,73,48
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-23,0,73,45
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-24,1.06,73,59
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-25,0.32,73,58
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-26,0,69,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-27,0,63,32
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-28,0,56,28
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-29,0,55,28
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-30,0,62,34
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-03-31,0,73,54
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-01,0,70,51
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-02,0,58,40
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-03,0.09,72,46
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-04,0,72,37
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-05,0,74,51
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-06,1.43,78,54
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-07,0,80,54
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-08,0.15,76,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-09,0.85,61,49
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-10,0,60,28
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-11,0,60,34
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-12,0,80,59
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-13,0,84,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-14,0,82,57
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-15,0,82,56
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-16,0,71,46
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-17,0,71,42
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-18,0.85,58,38
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-19,0.15,67,38
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-20,0,59,33
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-21,0,58,34
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-22,0,68,46
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-23,0,71,49
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-24,0,83,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-25,0,84,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-26,0,61,45
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-27,0.05,70,53
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-28,0,64,33
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-29,0,64,44
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-04-30,0,68,33
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-01,0.01,80,56
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-02,0.13,84,33
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-03,0.01,85,65
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-04,0.2,86,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-05,0,86,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-06,0,75,46
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-07,0,76,60
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-08,0,71,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-09,0,65,47
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-10,0.01,61,57
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-11,0,60,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-12,0.15,67,55
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-13,0.21,74,52
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-14,0.21,74,52
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-15,0.19,88,64
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-16,0.28,82,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-17,0.18,87,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-18,0,80,45
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-19,0,88,53
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-20,0,92,46
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-21,0,92,66
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-22,0,87,73
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-23,0,88,54
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-24,0.1,72,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-25,0.05,72,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-26,0,72,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-27,0.2,77,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-28,0,82,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-29,0,82,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-30,0,84,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-05-31,0,81,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-01,0,93,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-02,0,95,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-03,0.03,93,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-04,0,94,64
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-05,0,82,78
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-06,0,89,50
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-07,0,80,48
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-08,0.1,87,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-09,0.48,89,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-10,0,88,64
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-11,0,82,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-12,0.61,83,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-13,0.39,91,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-14,0.04,90,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-15,0,85,66
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-16,0,81,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-17,0,96,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-18,0.15,94,58
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-19,0,79,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-20,0,81,53
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-21,0,80,58
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-22,0,86,66
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-23,0.44,79,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-24,0.07,80,59
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-25,0,84,59
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-26,0,83,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-27,0,87,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-28,0.03,84,67
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-29,0.02,81,64
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-06-30,0,85,66
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-01,0,88,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-02,0,88,76
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-03,0,96,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-04,1.2,96,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-05,0,89,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-06,0,89,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-07,0,92,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-08,0.4,92,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-09,0.1,86,76
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-10,0.3,86,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-11,0.25,80,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-12,0,86,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-13,0,83,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-14,0.34,87,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-15,0.6,87,76
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-16,0,87,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-17,0,89,70
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-18,0,89,70
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-19,0,91,69
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-20,0,92,76
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-21,0,91,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-22,0.35,92,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-23,0,93,64
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-24,0,91,79
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-25,0,90,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-26,0.35,92,76
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-27,0.5,96,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-28,0,96,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-29,0.1,96,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-30,1.95,93,82
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-07-31,0.5,85,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-01,1.3,89,76
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-02,0.35,97,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-03,0,97,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-04,0,92,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-05,0.25,91,75
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-06,0,89,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-07,0,97,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-08,0,97,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-09,0,95,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-10,0,94,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-11,0.4,87,73
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-12,0.5,87,69
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-13,0,82,69
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-14,0,82,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-15,0.1,80,64
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-16,0,82,67
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-17,0,82,65
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-18,0,83,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-19,0,83,66
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-20,0.25,86,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-21,0.5,83,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-22,3.64,86,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-23,0.01,84,67
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-24,0,89,67
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-25,0,89,67
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-26,0,87,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-27,0,91,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-28,0,87,72
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-29,0,89,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-30,0,89,73
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-08-31,0,87,74
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-01,0,89,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-02,0,90,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-03,0,87,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-04,0,87,69
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-05,0,90,68
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-06,0,90,78
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-07,0,86,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-08,0.18,81,71
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-09,0,82,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-10,0,83,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-11,0,88,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-12,0,88,77
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-13,0,87,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-14,0,81,60
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-15,0,81,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-16,0,81,57
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-17,0,81,60
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-18,0,85,57
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-19,0,86,70
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-20,0,87,57
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-21,0,89,66
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-22,0,92,55
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-23,0.3,76,49
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-24,0,86,49
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-25,0,86,61
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-26,0.3,83,62
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-27,0,83,58
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-28,0,83,55
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-29,0,79,67
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-09-30,4,79,65
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-10-01,3.22,78,63
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-10-02,1.48,76,60
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-10-03,0.5,71,56
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-10-04,0,61,56
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-10-05,0,79,55
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,2.4,2022-10-06,0,79,53
